id,hover_description
716481648372058877,Private 1BR English Basement - Optimal DC Location
716628755294869721,New Luxe Studio Cleveland Park near Zoo - Monthly
717251577403124204,Beautifully Renovated Spacious 1-Bedroom Apartment
718121685240518779,New Private Quiet Room near Park w/Plush Bedding
718751535515325844,DC’s Southwest and Navy Yard Welcomes You!
719065428939405498,Large comfortable bedroom in prime Petworth
719670739622176190,Queen Bedroom in Capitol Hill Row Home | Cortado
719678905731927939,Marriott At The Mayflower - Studio
719679108109812179,Marriott At The Mayflower - Studio
719799558124655263,Private Bedroom on Capitol Hill | Cortado
719808021596370005,Queen Bedroom in Capitol Hill Row Home | Cortado
720440206382753187,Unique comfortable bedroom in prime Petworth
720440857971805867,Sojourn on 17th | Pets Welcome
720449168088985754,"Cozy, Welcoming, Modern 1-Bedroom Guest Suite"
720522875946516994,Efficient compact-cozy bedroom in prime Petworth.
720922295143925590,Union Station: Foodie/Pet-Friendly+Golden Tee+Desk
723011473004142690,@HostelChic-2BR 2 lvl Duplex apt
723981167518559592,Eclectic and cozy 1BR/1BA guest apt in historic DC
725566997671992517,Carpe Diem DC- Lux Modern 2- Bdrm Apt w/Parking
726195300926318231,Spacious Bloomingdale 1 bed apt - family friendly!
726199037925351013,Private 1-BR / DC Residential-Style Stay / Parking
726212055760366154,Stay in a 5-Star Studio for Cherry Blossom Season!
726902115423579838,Basement With Private Entrance - Capitol Hill
726920545177005206,Elegant New & Safe 1 BR Suite - Metro/Retail
727599291647755340,Cozy and private 1 bedroom in DC Rowhome
728023437924039960,Spacious H Street Corridor English Basement
728241871159235839,Luxury 1-bedroom rental apt near waterfront
729100606757697884,Entire unit and 5 mins walk to metro
730261678675490814,Full Bedroom B in #1560: Columbia Heights
730274636251620111,Full Bedroom C in #1559: Dupont Circle
730295129907087979,"Blueground | Mt Vernon, pool, w/d & gym, nr metro"
730381698103576847,"Bright, modern apt - 5 blocks to U.S. Capitol bldg"
731220269166283754,"Modern Penthouse, Free Parking + Close to sights"
731932732471153066,Cozy One Bedroom Condo
732489843692927210,Music-Themed 2 Bedroom w/ a 70inch TV in DC
733313892352170296,The Hideaway - North Capitol Hill Luxury Townhome
733857601151234603,Urban Noire
734227486139926823,Sun Drenched Luxury Sojourn 1 BR
734235590770298593,Sojourn on 5th Unit 104
734913861543707592,Cozy And Peaceful Newly Renovated Basement Suite
735029033670285185,"2-BR City Retreat / Peace, Privacy & Parking!"
736290772669199091,"Dupont Modern: OutdoorSpace+Metro+55""Roku+FASTwifi"
736479942804253205,Bright & Modern English Basement in NW DC
738361667480274974,Spacious 1BRM/ 1 BATH APT in DC
739051786319490848,Charming Capitol Hill abode near historic H St
740130764927616686,Cosy 2 bedroom at the heart of DC | FREE Parking
740322188491939236,Cozy 4-bedroom Deanwood townhouse w/ free parking
740580903480640568,Basement Bedroom Suite with Private Entrance
740745677639675854,Ash Abode - Free Secured Parking
740772739748803731,Spacious Apartment in Upper NW Neighborhood
741403610900390205,Spacious 1BR NW Garden Apartment / Walker's Dream!
741960271860490352,"Home in Shaw, Northwest DC"
741972204882552832,Luxe City Getaway in Historic Bldg-Logan Circle
742181996536137024,Bedroom with Ensuite bath In lower level apartment
742658886571299552,Full Bedroom A in #1585: U-Street Corridor
744358272673474628,Vacation spot near brookland catholic university 2
744378233416814620,Vacation spot near brookland catholic university 3
744977833710919729,Beautiful Colombia Heights Home
745047499773898781,"Lovely 3 bedroom Multi 
Unit in Washington Dc"
745698132340648754,Lovely English Basement Apartment in Washington DC
746439961316672597,2BR/2BA Navy Yard apartment with premium amenities
747033353880283165,"Private, spacious basement suite; great location"
747251062192004530,Welcoming Private Room & bath in Townhouse
747652624623077534,Cozy Private Room With Free Parking in DC
747980875628466701,Downtown Washington Home w/ Game Room + Gym!
748352772117878013,Luxurious & Cheerful Private Room in Washington DC
748374684995969142,Cozy 1 bedroom suite with jet tub near US capitol.
748626422101911866,Boutique Studio in Dupont with Washer/Dryer
749429489908823759,1st floor Entire unit 2Bedroom2Bathrm free parking
750046332026537618,A Marvel on Capitol Hill-DC History+Best Location
750825883804964722,Near Metro 1BR | Kitchen | Gym | Rooftop
751350890109153677,StayAttache in this Capitol Hill Condo!
752392363395508383,Lovely Home for Family Fun in DC + Parking
752700541678638171,Cozy 2-bedroom rental unit in Washington
753761226190841019,Sojourn DuPont Circle Apt: Modern Meets Historic
754687771694047851,Luxurious and stylish 2 bedroom 2 bathroom suite
754836280551177016,Kalorama 2BR with high ceilings
755053687728363868,Capitol Comfort
755107958211775962,Cozy Columbia Heights Flat
755210107765629620,Historic DC townhome near the Harbor
755760300830921064,Amazing 2 bedroom apt - centrally located in DC!
755826392706898865,Sunny Private Bedroom on Capitol Hill | Cortado
756021934785037858,Brand New LUXE 4BR/2.5BTH Home
757126830536619351,"DC Treehouse - Charming, private 1-bdrm ADU in DC"
758510491755220857,2-bedroom apartment in the heart of Adams Morgan
758766303978865963,Stay in the heart of DC
760139811040969744,The Grand Dame of Shaw-Between Shaw & Logan Circle
760699700711568850,Tranquil Retreat : Private BR/Remote/Plants/420
760959765993268082,Sojourn on 5th | Pets Welcome
761451509103747346,Bright & airy home in Petworth (with parking!)
761463736626590659,"Dog-friendly: Street Parking+Desk+FASTwifi+50""Roku"
761757050205418701,Orange Door Abode
762234463980899559,"Private Basement Apt, 2.5 mile to Capitol Building"
762515219632116728,Beautiful Loft Style Apartment
762548307248475756,Perfect Location! Quiet & Modern Room in D.C. Home
762561796517183495,Secluded Oasis in Northeast DC
762951675539832716,Luxurious Waterfront apartment in DC
764726564599411423,Upscale Modern Luxury Condo
765036733754850856,Petworth Apartment
765140540246353688,1 Bedroom Garden Apartment in DC
765783457793784230,"Blueground | Mt Vernon, pool, gym, nr metro"
765821710220659828,"Blueground | Gallery Place, gym, doorman, nr metro"
765822069810738423,"Blueground | Mount Vernon, gym, pool, nr metro"
765824223810031098,"Blueground | Mt Vernon, gym, pool, nr Conv Cntr"
765926351860435299,Stay Cozy in CoHi DC
768419590801323312,Dupont Place #2 | Pets Welcome
769657043209898715,Lagom Studio DC;  A Modern and Cozy Hideaway
769675726403840438,Private Oasis in the City.
770592879241889947,Charming Wardman Rowhouse near H Street
770942855493737226,Escape to luxury this spring  - Southeast Paradise
771058372239751259,“La Dolce Casa” Fabulous 4 bedroom Townhouse in DC
771091139772617626,Guest suite in historic Anacostia
771712588112224652,Modern open floor unit in NW
773330550200249052,Perfect NW English Basement Walkable to Zoo
773774425670767331,Chill on the Hill with off street parking!
773986570397336334,Chic Rowhouse Across Metro
774602380943341504,Guest Suite Washington DC
774991748286665501,Snug DC Apartment
775003180253589892,Bright and Sunny 3BR Townhouse
775425186364214813,Modern Apartment in Victorian DC Rowhome
775656767008677507,Gallery Getaway: 1BR in DC
775830719226421721,"Blueground | Shaw, w/d, roof & gym, nr U St"
776582124164510842,Full Bedroom B in #1585: U-Street Corridor
776840834198206120,Capitol Hill Row House
776995270017531005,Yellow Tulip House
777573941744811129,Upscale NoMa 1BR | Gym+Desk | Near Transportation
777611574896925185,On-Tub-of-the-World:Peloton+Rooftop+Chef's Kitchen
778116764230035838,The Low-Line Suite
778376452965640873,"Luxe, Central, 2 Free parking"
778599408634373879,Sleek Executive Suite near Metro
779207977346451667,Beautiful 1 bed+1ba+kitchenette
779581761173134084,Industrial Chic Logan Circle Loft Love
779835149388344208,Cozy 1BR/1BA in the heart of vibrant DC
780354653578693140,D.C. Beckons! Darling Apt Sleeps 4
780386510938952619,Full Bedroom B in #1666: Logan Circle
780737323551888295,Lovely 1 bed+1ba + kitchenette
781397821814599608,Breakfast & Relax
781883480153164138,Idyllic Georgetown
782552813361628121,"Gem off of 14th St NW, Near Logan Circle & U St"
782558652187088458,*Lux room w bth-ConventionC/DownT/metro 5 min/Shaw
782670807358564332,2-BR Petworth Pad / Walk to METRO Subway
783276457843231836,Comfortable 1BR w/ Balcony in Capitol Hill
783276466954275202,"Prime Location,1BR w/ Balcony | near Union Station"
783330929822235680,Sojourn on Kenyon | 2 BR
783981971435886859,Elliott Street Executive Suite
784951683606392861,"New, Modern and Luxurious Row House, 3 BD in Shaw"
785365689895227071,Brand new apartment in the heart of Georgetown
785575614889368327,Sojourn on Kenyon | 2 BR
785645751940488305,Private New Cozy Condo in Uptown DC With a View
785708216151137368,Entire studio near DuPont circle
786264917768309187,Stylish Gem in Greater Navy Yard
786488216215689669,DC’s Luxury Basement Apartment
787192007303933694,1 BR Apt in Adams Morgan - 1 Month & Longer /21
787649568178217387,Perfect Stay in Petworth
787798855740578866,Whimsical Washingtonian
788462670975387879,Cozy Basement Apt Steps to Metro
789230406048901012,"Convenient & Quiet Apartment in Takoma, NW DC"
789373245192106837,Beautiful upper level bedroom in Glover Park
790079092442549508,1 Month Minimum Stays on Capitol Hill near Metro
790109452827895532,Dupont Place #4 | Pets Welcome
790579933994548476,"Skyline Views: 1Gig WiFi+85""TV+Office"
790598593985293740,Sojourn | The Paden | Sleeps 4
790614204985923474,Sojourn | The Paden
791264080712134738,Pet-Friendly Washington DC Vacation Rental!
791802582064079677,Home W/Free Packng Netflix&Patio
792419564770873056,A Cozy Home Away From Home
792762345994835829,Studio Filled W/ Natural Light
794074062514979473,Pristine Single Family Home
795215883064586701,One Bedroom & Full Kitchen Gem
795543867686718442,Queen Bedroom 1A in #115: Woodley Park
795545811937657644,Queen Bedroom E in #104: Logan Circle
795659565038971270,Private Bath & Room in Central Washington DC a31
795679765254658376,Luxurious & Cozy Private room in DC
795701413990605097,Luxurious & Awesome Private Room in DC
795848799017714259,Stylish Private Room with Great Location in D.C.
797009389648060282,Cozy home in the NE District!
798155964061303611,Entire 1-BR Apt in NoMa / Eckington
799122423426783533,Spacious Hidden Gem Walking Distance To Train+ Bus
799852922837107153,Luxurious & Peaceful Private Room in DC
800077172349334737,Gypsea DC -walk everywhere -w/ parking spot
800976771451888851,"New, cozy, near metro studio apartment"
801216088191487563,Full Bedroom A in #913: Dupont Circle
802134437202625242,Historic U Street - 1 BR Condo
802253269377798848,Spacious elegant room near Georgetown Campus
802399477059003056,Elegant Urban Suite
802517363318720514,Modern DC apartment  Perfect for Capital Adventure
802827984952720787,Washington DC Home - 5 Mi to National Mall!
802854722480867441,@HostelChic-Hideaway- Private Bath
802974460445751183,Close to Metro | Noma 1BR | Desk + Wi-Fi | Gym
803374540376915232,Queen Bedroom 1B in #176: Capitol Hill
803374560818316009,Queen Bedroom A in #878: Columbia Heights
803663323804213929,Modern 1BR Apartment
804351363487128554,Contemporary Upscale 3BR home @ H Street Corridor
805867863257270700,"Perfect Location! Comfy, independent basement."
806028161257135899,Sojourn on Kenyon | Basement 2BR
806520151770018043,Perfect Location in Capitol Hill
806590293406870588,Stroll to The Hip Strip From Shaw Basement Suite
806603570930052759,Private Bdrm in Spacious Home!
806662977777733683,Exposed Brick Private Bedroom for Interns!
807090781188051692,Queen Bedroom A in #1699: Mount Vernon Square
807090802030565757,Queen Bedroom C in #1699: Mount Vernon Square
807090832899182427,Queen Bedroom D in #1699: Mount Vernon Square
807243597864274129,Private Room w/ Bay Window for Interns & Students!
807278346585241414,Cute Private Bedroom for Interns and Students!
807890671225964654,Private Bedroom in Historic Home for Interns!
807989944987066291,Private King Bdrm in Cozy Home for Interns!
808048840091178551,Cute & Cozy Private Room for Interns and Students!
809482320165475163,Cozy room near everything
809490536618849791,Private Bedroom & Bathroom for Interns & Students!
810147788411911751,Cozy private room
810973801619267023,"Capital Hill, Eastern Market, 3BR 1.5 BA, New Full"
810975923787515196,"Cap Hill- Lively Barracks Row,  All New Reno1BR"
811116822778074226,T Street Castle
811377403283614145,"Blueground | NoMa, concierge & gym, nr Metro"
811509850511031590,City Hideaway
811644757312429919,"DC Cozy. Kitchen, W/D: Walkable!"
811759783492864348,Art Filled Carriage House in Brookland
811937937917738742,"Private Room in Washington, DC"
812056865895468974,"Blueground | Mt Vernon, gym, roof, near metro"
812550616652201710,Peaceful 3 bdrm home in Michigan Park
812625459036748232,Northwest DC 1-BR Near Georgetown
812762018692766212,"Blueground | NoMa, w/d, concierge & gym, nr Metro"
812813701485060413,Queen Bedroom D in #204: Columbia Heights
813008764581620348,Casa Bella DC
813113814483719073,"3 bed, 1.5 bath w/Backyard & 10 Min Walk to Metro"
813597026616233154,"Blueground | NoMa, concierge & gym, nr Metro"
813967113144445019,Exceptional 4-BR Homestay near Rock Creek Park
814402782957855807,Sojourn on 19th Unit #4
815138687692631113,Split level getaway
815285575684021886,"Small Room, nice desk at Metro, restaurants: quiet"
815287069962726500,"Large room (A) at Metro: near dining, etc. Quiet"
815353907687597230,Basement Apartment in NE DC
815436500271094806,Charming Cap Hill Guest Suite
815838733640998265,1800 19th NW #4
815880102214310762,Complete English Basement
815889710176714082,Large Room in Amazing Area
815894966227945882,Full Bedroom B in #1456: Capitol Hill
815895023312489083,Full Bedroom C in #1456: Capitol Hill
815895106089116502,Queen Bedroom A w/Private Bathroom in #1456
816137803342655346,2 Bedroom Basement Suite - Rock Creek Park
816672196498505479,Stunning DC Views | 1BR w Balcony | Gym | Wi-Fi
816739248926834520,A Chic House near Capitol &Water
816782581093950668,"Washington, DC, Vacation Rental By Arboretum"
817241216602337770,Designer 2-bedroom apartment
817391333899450020,Fam-Friendly 1BR w/ Upscale Amenities| DC
817904817747881441,Washington DC Townhome 4 Mi to National Mall!
817956251635445684,"Blueground | NoMa, concierge & gym, nr Metro"
817956745537185516,"Blueground | NoMa, w/d, concierge & gym, nr Metro"
818230268806806089,Full Bedroom B in #1596: Edgewood
818230317381160994,Queen Bedroom 2B in #176: Capitol Hill
818600491227717722,"Blueground | NoMa, concierge & gym, nr Metro"
818867778112155658,Urban Oasis 1-bed Apt-Near National Mall
818937374450675251,DC Style & Steps to Metro-This is the ONE!+Parking
818959138653311538,Washington DC Apartment at Rock Creek Park!
819531319563731428,Cheerful room in family house
819771464600378048,"New Cozy Chateau in Deanwood, DC"
820415867856177821,Elegant new 3 BR home near metro
820837835709967584,Full Bedroom 2B in #174: Columbia Heights
820837896585744025,Queen Bedroom E in #866: Brookland
821637630920796880,"1 Bedroom Apartment | Coda on Half, Placemakr"
821648683482386521,"2 Bedroom Apartment | Coda on Half, Placemakr"
823153810496717500,Cozy Living
823695573612745201,"Blueground | Penn Quarter, gym & w/d, nr metro"
823702127724523045,"NW DC, AU Park Studio, Parking, Private Entrance"
824658860502140263,"Unparalleled Luxury Suite, sleeps 4, walk to Metro"
825569953792176652,"Palisades Beautiful 3BR Condo, NEW Renovation, Par"
825658918748738181,One-bedroom Home Away from Home
826013624321470263,Capitol Hill Carriage House
826098895680371129,"Private Bath & Room, Center Washington DC, a11"
826132514420263068,Capitol Hill #1-2 Intern Housing
826886741911360830,@ 14th & U 99 Walk Score - Apartment Metro
827056116466295385,"Modern, relaxing studio getaway"
827632609833651669,Queen Bedroom D in #333: Cleveland Park
827632631041006061,Full Bedroom B in #913: Dupont Circle
827632653745115919,Queen Bedroom 2C in #174: Columbia Heights
827632661063080270,Queen Bedroom D in #789: Fort Totten
827632672747768374,Queen Bedroom B W/ Private Bathroom in #807: Shaw
827707613392871763,"Free Parking, Balcony, Elevator, and Big Recliners"
828547829758826274,Master bedroom+private bathroom
829068275734010045,Two Floors row house in Shaw
829685023665161801,Sunny and Spacious
830044372643831810,Lovely Stay SE DC
830548807496260445,Capitol Hill Apartment 1-BR
830933764683956645,"Blueground | NoMa, w/d, concierge & gym, nr Metro"
831021525157388935,New Construction | Luxury Apartment | NW DC
831021995528629013,Luxury Penthouse | Private RoofDeck & Amazing View
831037153306458024,Cozy 1BR in Trendy D.C. Area | Stunning Views
831231663341408199,Washington DC Townhome
832122627420036314,Striking 1900 SF Brightwood home - 2BR + Office 1.
832363222424015059,Full Bedroom C in #178: H Street
832751318351096159,DC Walk-up Condo
833334824948777840,Hillcrest Studio in Southeast DC
833865610288190455,"Capitol Hill, lower level Apt. 1 bd + office"
834112398656712577,Cozy Basement Apartment
834149648339150696,Sojourn on 17th  | Modern Ground Level Flat
834189964070397979,"Free private parking! Spacious, vibrant home!"
834218717621718258,New 2BD/2BA Apartment with Private Rooftop
834269019137848281,Historical Georgetown Modern Penthouse 12 min DCA
834852217716406105,Condo with king size bed and parking
835264141860902146,DC students / long term stays + no cleaning fee
835387696346765859,Subway & Parking! Sunny Big 2 Bdrm w/ King Bed
835694507846311971,SmartHouse Luxury Suite w/ In-suite Bath
835728654590053254,Cozy studio
836141667456499006,Private Georgetown Pied-A-Terre #1
836164210823532674,Private Georgetown Pied-A-Terre #2
836310930415164392,Private apt. steps from nature & close to downtown
836406929215378546,DC Townhome with parking! Close to Metro Station!
836853812908433483,"Location, location, location!"
837000965240627857,Fancy Carriage House: Steps 2 Shopping/Restaurants
837202989708630825,Capitol Hill Living
837254574133317666,Full Bedroom 1A in #106: Shaw
837817868507165620,BrandNew Luxury Capitol Hill APT! Near Free Trolly
838234355400005587,"Blueground | Foggy Bottom, pool & gym, nr Gtown"
838463237828208781,Great single family 4br/3.5b home! 3-car driveway!
838686093736867926,The Whimsical Washingtonian
839809094446600388,Foggy Bottom Rowhouse
839835992541464126,LoftStyle Condo | Private RoofDeck | modern design
839842059620624393,Getaway In Greater Navy Yard
839868263034540103,Bright & Cozy DC Home w/t Balcony & Courtyard View
840142940538587740,Perfect if exploring DC or MD!
840609331258164902,"Private Bath & Room, Center Washington DC, A22"
840678119954377843,Guest suite in Capitol Hill + Parking
840874289101839772,Private Efficiency Studio Near Metro Station
840943195846923973,Bigger Private Room (with a bunk bed)
840944892622439698,Single Capsule in 18 Pod with Balcony Female only
840945926296392811,Smaller Private Room (with a bunk bed)
840946869841249561,Single Vertical Capsule in 14-Pod Mixed Room
840948102362944175,Single Horizontal Capsule in 14-Pod Mixed Room
840949107664467409,Single Capsule in 6 Pod-Mixed Room with Balcony
840950210708994591,Single Capsule in 6-Bed Mixed Dorm
840951323844971001,Single Capsule in 8-Pod Female Dorm
841252128942383897,near Metro & Union Station 1BR | 1st Street | Noma
841252193307633870,Capitol Hill 1 DeluxeBR  | Steps from Metro | Noma
841252209705748269,Near Metro & Union Station 1 Delx BalBR  | NoMa
841380785204766229,Luxury Private Oasis near Georgetown w/ parking
841478602649989643,"Amazing Capital Hill APT | Step away Gym, shopping"
841516880074550210,Newly Renovated Property
841915533100798647,Walkable DC Full Kitchen & King bed+ Pets Welcome
842013047127866845,Queen Bedroom 2D in #174: Columbia Heights
842857318178837612,Heart of Brookland | Everything is Super Close!
842922373016981014,Dupont Mid-Century Garden Home - Free Parking
843012241549660819,3-BR Homestay in Hip Area of DC
844006949273737622,*Free Parking* Orange Oasis Southeast DC
844426324015435333,Modern & Luxury Apartment | In-House Services
844736898434699539,Private Suite Next to National Zoo & Cathedral
844897861174143184,City Sanctuary + Free Parking + 10 mins to Capitol
845083606723794810,Hanover North Plain
845889702736528425,"District Hideaway with free parking, walk to Metro"
846381880826071581,Stylish & Modern DC Getaway Near Logan Circle!
846407423126847005,"Townhouse in Foggy Bottom DC, with Parking"
846424798410268005,Modern Townhome + Free Parking
847049688084399977,3 bedroom House 5 Mins From Train Station
847663659453133284,Full Bedroom B in #226: Woodley Park
847854780272583880,Murals on Florida
847971272936260499,3 BR/3 BA Rooftop Palace in DC
848473441152089028,WFH-Friendly Washington DC Vacation Rental!
848799660640283742,Modern Townhouse with Park View
848972884134753350,Beautifully Furnished Private Apartment
849293688249908869,Top-floor Glover Park apartment
849304474004984024,5 Bedroom 3 Story Townhome in DC
849521381332726773,Charm Chic Cozy Apartment DC
850747325485526979,"LUX Brookland Retreat | Close to Shops, Gyms &More"
851363462623526392,Entire house fully renovated
851372053298535940,Cozy Apartment is in the Perfect Location in NW DC
851574504688335233,Sherman Circle Style
851687969439159774,Classy Central DC / Bloomingdale 1-BR Getaway
852053662301944683,"Four Reasons- Location, Food, Night Life, Comfort"
852172238105696286,Sojourn on 19th Unit #3
852283220838236879,Kingman Park King Bed Close to Cap Hill & H St
852367577372150478,Stylish and Bright 2BR Apartment in DC
852379125745649912,Brand NEW Home | Outdoor Dining with Pleasant View
852467007908174033,Hanover Courtyard
852478764779076867,Hanover South Plain
852481138932715815,Hanover Bridge
852747141495770294,Stylish 1bd 1 ba w/Parking in heart of DC
853029063748002494,It's a Corner unit with cool City Skyline views!
853042696826238001,Lux Capitol Hill Vacation Home | In-House Services
853050928788774664,Elegant 2BR with Stunning City Views in DC
853065866211753887,Cool & Spacious CitySkyline View Home in Brookland
853437359297364001,Gay Friendly 3 blocks to Capitol
853493975162982824,Gay Friendly Top Location
853539940542043557,Gay Friendly Flat 3 blocks to Capitol Vet Owned
853674356550763866,Light filled basement apartment
855083534137036382,Private Suite in Central DC - Ideal Location
855260924654839953,420 Friendly 1BD Suite Near Dispensary & Metro
855885958708665878,Luxury DC APT with Courtyard View & Close to All
855913661798813495,Historic Row house in Shaw
856430155982807498,Beautiful castle  2br & 2ba Condo
856645121118520781,Cozy Cherry Blossom Condo
856645988032603295,Cozy Cherry Blossom room
856652307734164178,The Chateau Blue I - With Balcony
856769934573680108,Excellent 2-BR Condo in Hip Area of DC
858788950509023423,"Castle- 2bed-2bath, Loft & balcony"
858835565431959423,Private 2rooms-1bath
858849469846051580,Comfy Private 1bd-1b and Balcony
859873479194804484,One bedroom townhouse apartment with two sofa beds
860221913422816642,Beautiful Bloomingdale Apartment
861547009774597549,The home sweet home
861857172153830345,Stately & Historic 7BR/4.5BA-Chefs Kitchen+Parking
861865176451408911,Luxury One Bedroom Apt In The Heart of DC
862194634487263648,Near Metro 1 BR Bal | Business Traveler Friendly
862231094075682048,Capitol Hill Basement Apartment
862326107153927230,NoMa 1 BR | Green Rooftop Space | Gym + Desk
862326152174657293,Walk to NoMa Metro Station 2/1 BR | Gym + Rooftop
863112795538390776,"New, Modern Garden-Level 4BR/2.5BA-Metro + Parking"
863228975699437556,"Charming Room, Historic DC Cmty"
863236225552778585,Sunny/Serene Private Room in DC.
863249879217789768,3 Bedrooms & #2 Bath Home -Sweet Vibes House
863267906139300066,Sun Flower Suite & Balcony
863295125098312482,Sojourn on 5th Unit 301
864612659407971609,Garden & City Skyline View Home in Brookland!
864766044288606447,3 bedroom house
866023355251270757,"Cute and Convenient, 5 mins to Metro"
866066830375756960,Stylish 1BD Brookland Home with Great Views!
866683095353149579,Eco-oasis 20 minutes from National Mall
866911161965668036,Stylish Bright *Free Parking*Near MGM & Navy Yard
867851813794296300,Clean Chic Townhouse
868007065184868490,Couples dream w KING BED & parking
868102882427362411,Belle Maison-1 bed 1 bath Apt in Shaw/Logan Circle
868163996759438642,Sojourn on 5th #102
868164575925033597,Sojourn on 5th Unit 104
868164959965391429,Sojourn on 5th
868165104177693250,Sojourn on 5th Unit 202
868166807343577493,Sojourn on 5th
868195132345901909,Sojourn on 17th | Pets Welcome
868197411022464775,Sojourn on 17th | Pets Welcome | #202
868197573930185358,1716 17th #301 (NEW)
868198050996313768,Sojourn on 17th | Pets Welcome
868207067516966070,Sojourn on 17th | Pets Welcome | #201
868207076241807543,Sojourn on 17th | Pets Welcome | #302
868209019778870068,Sojourn | The 1911 | 1 BR
868209161625633515,Sojourn | S Street Loft
868210389078044738,Spectacular 1 BDR/1 BA Apt. Walk to Capitol!
868536132648376720,Historic Carriage House Apartment Above Garage
868819885504103700,Charming and Historic Apartment in Capitol Hill
869616537254481169,Stylish Urban Victorian Suite 1
869678339186629233,Sojourn on the Hill
869839438654238409,A compact room close to metro
870198437527095597,Sojourn at the Paden | Capitol Hill | Pets Welcome
871026284744865705,Stylish Chic Suite FREE PKG Extended Stays Welcome
871585201277840315,Cozy And Peaceful Suite Extended Stays Welcome 31+
871761391961150800,Luxury stay in DC close to US Congress
871803014398741136,Beautiful 5BR/3.5BA Historic DC Home w/ Parking
871809460378286684,Hidden Gem Extended Stays Welcome Near Metro Train
872629724529743653,Sunflower Room With private Bath
872637937436039283,Private Sunflower BedRoom
873083491990298354,Gay Friendly Dupont / U St
873083656766863716,Gay Friendly Tiny House 3 blocks to Capitol -Patio
873283555662403687,Spacious DC Rowhouse w/Parking+Metro!
874065376435968341,Fusion of Luxury Living and Comfort In G-town
874747157847257453,Smart House Luxury Suite w/Bath
874896739097261969,Sojourn on Seward | Studio
876151051081165056,Spacious Loft Home Capitol Hill
876164551529442064,Sojourn on Seward | 1 BR | Steps to Capitol
876328225548892514,Month & Longer Stay - 1 BR Apt in Adams Morgan /15
876341956377797529,Bright & Stylish Vacation Gateaway | Paid Services
876843418032135615,"Shaw Sanctuary, walk everywhere!"
877023112353647190,"Cozy Studio with 70"" Projector & Free Parking"
877568090244811480,Palisades Carriage House #peacelove&parking
877669834940028372,Brand New Modern Apartment with Private Parking
878230390502838732,Dupont Metro | Pet-friendly | Location! Location!
878328641062180963,Upscale 1Bdrm Apt in Heart of DC *Rooftop Pool*
879752988434866586,Cozy Family In-Law Suite
880295518825196611,Bright and spacious bottom unit
881959947559509873,Calm & Comfy in Congress Heights
882120576508603337,Modern 1BR 1 Bath cozy escape apartment
882328737609467766,MarrakechNightsParkingMetro
882873906867533655,Beautiful 1 bedroom in Petworth NW DC!
883244669850833987,Apartment in Washington
883413291267906381,Awesome 1 BR in the Nation's Capital
883999881543941755,"Vacation Rental w/ Yard in Washington, DC, Area"
884869537303168617,Guest room & office
886094640723180541,Cozy  Luxury Gem Mins from NavyYard/ Nat’l Harbor
886404268901037924,Sojourn on 5th Unit #303
886463649625249035,Cozy Gem near Navy Yard/ National Harbor
887190040384565782,Upscale 2BR Apartment with Patio
887497064646610534,Stylish Urban Victorian Guest Room-2
887529157914943133,Stylish Urban Victorian Guest Room-3
887540091058054444,Central Condo: Chic Diplomat
887616145020148288,Contemporary Garden Oasis Apart.
887746307380271873,Deluxe King Master Suite
887772296458123770,Historic Georgetown Townhome: Walkable Location!
888027267394544757,Private Room In Petworth Rowhome
888347903114709364,Stylish Home Walk or Metro to All DC Attractions!
888639357919094293,"Cozy Room, Historic DC Cmty"
888654903244554780,Unique & Sexy Penthouse Loft | In-House Services
888678289925013898,LUX Brookland Penthouse | RoofDeck | Skyline View
888695429020343283,Perfect 1 BD Brookland Home w/t City Skyline View
888706511406037576,Rooftop Views | Brookland Penthouse | Garden View
889456745484515850,5-star Luxury DC Respite
890384516184093231,Private Suite w/Parking near Capitol Hill DC
891268025843842420,Entire apt around Capitol hill
891483801302050894,Upscale 4BR Home @H St Corridor w/Outdoor Seating
892041136307293638,"Luxury, Urban, & Elegant Oasis! Centrally-Located!"
892259637215737507,Rock Creek Sanctuary
892699147382267931,Artsy home in NE DC near RFK
893463447642775565,"2 Free onsite parking! Cheerful, convenient & cozy"
893916795674746196,Full Bedroom C in #1481: Adams Morgan
893940089185764712,Queen Bedroom E w/Private Bathroom in #938
894001379907484842,Oasis on O Street - the Heart of the Capital
894072711076872845,Cozy 2BR/2BA Pet-friendly Condo with Roof Patio
894198600949381710,*Master suit w bth-ConventionC/metro5 min/shaw/DT
894221819360466117,Charming 2BR Georgetown Home Close to Everything!
894651111359870715,"Blueground | Shaw, gym & doorman, nr nightlife"
895088127742714779,Studio 1 bed 1 bath full kitchen
895925133378506307,Spacious and Newly Renovated Property
896408575481948263,Bright and Airy Private Apt -Two Blocks from Metro
896589575425873711,Brand New Studio Steps From Eastern Market
896646827631806273,Private Guest Suite in DC
896689503356664122,Union Market Oasis
896719714688778116,TheWrightStays Art Haven at Fairlawn Gardens
897440451652301959,1st Floor Unit
897712429523483678,Premium Studio Apt | Placemakr Dupont Circle
897718548648692805,Premier Studio Apt | Placemakr Dupont Circle
897724301225833686,One Bedroom Loft | Placemakr Dupont Circle
897732101248908065,Calvin Coolidge Suite | Placemakr Dupont Circle
898025014944757307,Union Market apt w/private patio
898338947478226337,Capitol Hill Garden Apartment
